product_id,product_name,category,price,stock_quantity,brand,rating,date_added,merchant_id,tags,details,content
P577,Section They,Books,104.08,331,"Sullivan, Flores and Fox",3.8,2024-11-06,M193,"['add', 'country', 'peace']","{'title': 'Yeah single section.', 'author': 'Johnny Olson', 'release_year': 2001, 'published_year': 2010, 'number_of_pages': 731, 'ISBN': '978-0-275-61582-6', 'language': 'Spanish', 'genre': 'Adventure'}","Section They Books add country peace Sullivan, Flores and Fox Yeah single section. Johnny Olson 2001 2010 731 978-0-275-61582-6 Spanish Adventure"
P578,Through Program,Electronics,232.59,402,Nguyen-White,4.5,2024-08-06,M138,"['work', 'in', 'conference']","{'battery_life': '10 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}",Through Program Electronics work in conference Nguyen-White 10 hours 1 hours Bluetooth 5.0 Passive IPX7
P579,Question Risk,Wearables,244.53,233,Prince-Mcdonald,3.5,2024-10-30,M182,"['laugh', 'must', 'black']","{'display_type': 'AMOLED', 'battery_life': '47 hours', 'connectivity': 'Bluetooth 5.2', 'sensors': ['Gyroscope'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Question Risk Wearables laugh must black Prince-Mcdonald AMOLED 47 hours Bluetooth 5.2 ['Gyroscope'] IP67 iOS
P580,Same Goal,Electronics,48.58,429,Williams-Martin,4.6,2024-06-10,M124,"['dark', 'may', 'he']","{'battery_life': '11 hours', 'charging_time': '3 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}",Same Goal Electronics dark may he Williams-Martin 11 hours 3 hours Wi-Fi Passive IPX7
P581,Choice Face,Wearables,250.41,347,Pitts and Sons,4.2,2024-01-31,M118,"['star', 'door', 'chair']","{'display_type': 'AMOLED', 'battery_life': '11 hours', 'connectivity': 'Wi-Fi', 'sensors': ['GPS'], 'water_resistance': 'IP68', 'compatibility': 'iOS'}",Choice Face Wearables star door chair Pitts and Sons AMOLED 11 hours Wi-Fi ['GPS'] IP68 iOS
P582,Job Loss,Books,108.13,444,Mccann-Palmer,3.3,2024-10-06,M185,"['door', 'really', 'out']","{'title': 'Your kind.', 'author': 'Marc Garcia', 'release_year': 2012, 'published_year': 2010, 'number_of_pages': 747, 'ISBN': '978-0-393-67945-8', 'language': 'German', 'genre': 'Adventure'}",Job Loss Books door really out Mccann-Palmer Your kind. Marc Garcia 2012 2010 747 978-0-393-67945-8 German Adventure
P583,News Forget,Beverages,283.0,241,Mcdaniel Group,3.4,2024-07-01,M131,"['court', 'assume', 'evidence']","{'flavor': 'Chamomile', 'ingredients': ['Honey'], 'weight': '181g', 'origin': 'India', 'packaging': 'Bag', 'shelf_life': '14 months'}",News Forget Beverages court assume evidence Mcdaniel Group Chamomile ['Honey'] 181g India Bag 14 months
P584,Station Ten,Beverages,269.88,205,"Baker, Klein and Wilson",3.3,2024-04-28,M162,"['hundred', 'management', 'lead']","{'flavor': 'Chamomile', 'ingredients': ['Mint'], 'weight': '409g', 'origin': 'India', 'packaging': 'Bag', 'shelf_life': '13 months'}","Station Ten Beverages hundred management lead Baker, Klein and Wilson Chamomile ['Mint'] 409g India Bag 13 months"
P585,Recently Cultural,Books,161.98,262,Evans-Johnston,4.6,2024-08-18,M184,"['but', 'front', 'sure']","{'title': 'Reveal lawyer.', 'author': 'Joe Miller', 'release_year': 2005, 'published_year': 2017, 'number_of_pages': 510, 'ISBN': '978-1-80315-810-5', 'language': 'German', 'genre': 'Fiction'}",Recently Cultural Books but front sure Evans-Johnston Reveal lawyer. Joe Miller 2005 2017 510 978-1-80315-810-5 German Fiction
P586,Affect Near,Electronics,182.41,68,"Stone, Austin and Jones",4.0,2024-05-06,M104,"['do', 'various', 'type']","{'battery_life': '20 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Active', 'water_resistance': 'IPX4'}","Affect Near Electronics do various type Stone, Austin and Jones 20 hours 1 hours Bluetooth 4.2 Active IPX4"
P587,Although Pass,Sports & Outdoors,239.95,310,"Gray, Walker and Lawson",4.1,2024-09-06,M144,"['mention', 'individual', 'chair']","{'material': 'Polyester', 'dimensions': '62x24 inches', 'thickness': '7mm', 'weight': '2.7 lbs', 'color': 'Blue', 'waterproof': True}","Although Pass Sports & Outdoors mention individual chair Gray, Walker and Lawson Polyester 62x24 inches 7mm 2.7 lbs Blue True"
P588,Easy Teacher,Beverages,216.98,419,"Hill, Cooper and Gregory",3.5,2024-11-04,M200,"['garden', 'not', 'claim']","{'flavor': 'Chamomile', 'ingredients': ['Honey'], 'weight': '189g', 'origin': 'India', 'packaging': 'Box', 'shelf_life': '19 months'}","Easy Teacher Beverages garden not claim Hill, Cooper and Gregory Chamomile ['Honey'] 189g India Box 19 months"
P589,End Week,Beverages,282.39,308,"Walker, Gonzalez and Rose",4.3,2024-07-04,M132,"['claim', 'weight', 'effect']","{'flavor': 'Green Tea', 'ingredients': ['Tea leaves'], 'weight': '441g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '6 months'}","End Week Beverages claim weight effect Walker, Gonzalez and Rose Green Tea ['Tea leaves'] 441g China Box 6 months"
P590,Grow Best,Electronics,150.83,413,"Reed, Bridges and Berg",3.5,2024-02-21,M125,"['if', 'ahead', 'other']","{'battery_life': '17 hours', 'charging_time': '2 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX7'}","Grow Best Electronics if ahead other Reed, Bridges and Berg 17 hours 2 hours Wi-Fi Active IPX7"
P591,Deep Arm,Beverages,246.74,414,Miller PLC,4.8,2024-02-10,M109,"['experience', 'each', 'instead']","{'flavor': 'Earl Grey', 'ingredients': ['Honey'], 'weight': '399g', 'origin': 'Japan', 'packaging': 'Box', 'shelf_life': '8 months'}",Deep Arm Beverages experience each instead Miller PLC Earl Grey ['Honey'] 399g Japan Box 8 months
P592,Receive Seek,Books,181.51,331,Carter-Henderson,4.9,2024-06-26,M117,"['field', 'media', 'enjoy']","{'title': 'Street class education.', 'author': 'Glenn Martinez', 'release_year': 2021, 'published_year': 2021, 'number_of_pages': 619, 'ISBN': '978-0-07-892962-5', 'language': 'French', 'genre': 'Mystery'}",Receive Seek Books field media enjoy Carter-Henderson Street class education. Glenn Martinez 2021 2021 619 978-0-07-892962-5 French Mystery
P593,Threat Writer,Sports & Outdoors,273.5,282,Sutton-Walker,5.0,2024-09-04,M133,"['open', 'billion', 'story']","{'material': 'Polyester', 'dimensions': '68x30 inches', 'thickness': '9mm', 'weight': '2.3 lbs', 'color': 'Blue', 'waterproof': False}",Threat Writer Sports & Outdoors open billion story Sutton-Walker Polyester 68x30 inches 9mm 2.3 lbs Blue False
P594,Long Sign,Sports & Outdoors,242.3,122,Sanchez LLC,4.0,2024-01-23,M111,"['direction', 'century', 'draw']","{'material': 'Foam', 'dimensions': '71x27 inches', 'thickness': '8mm', 'weight': '2.2 lbs', 'color': 'Black', 'waterproof': False}",Long Sign Sports & Outdoors direction century draw Sanchez LLC Foam 71x27 inches 8mm 2.2 lbs Black False
P595,Sometimes As,Electronics,50.88,381,"Smith, Humphrey and Mccarthy",4.5,2024-04-15,M172,"['body', 'be', 'phone']","{'battery_life': '11 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}","Sometimes As Electronics body be phone Smith, Humphrey and Mccarthy 11 hours 3 hours Bluetooth 4.2 Passive IPX5"
P596,Action Bad,Electronics,176.6,286,Williams-Espinoza,3.2,2024-05-12,M192,"['past', 'science', 'response']","{'battery_life': '19 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}",Action Bad Electronics past science response Williams-Espinoza 19 hours 1 hours Bluetooth 5.0 Passive IPX5
P597,Land Hotel,Beverages,51.54,490,Leach-Flores,3.7,2024-03-12,M126,"['why', 'move', 'media']","{'flavor': 'Chamomile', 'ingredients': ['Ginger'], 'weight': '158g', 'origin': 'China', 'packaging': 'Bag', 'shelf_life': '24 months'}",Land Hotel Beverages why move media Leach-Flores Chamomile ['Ginger'] 158g China Bag 24 months
P598,Water Short,Sports & Outdoors,59.09,372,"Walls, Rodriguez and Johnson",3.1,2024-11-02,M100,"['personal', 'attack', 'weight']","{'material': 'Polyester', 'dimensions': '67x21 inches', 'thickness': '9mm', 'weight': '1.4 lbs', 'color': 'Blue', 'waterproof': False}","Water Short Sports & Outdoors personal attack weight Walls, Rodriguez and Johnson Polyester 67x21 inches 9mm 1.4 lbs Blue False"
P599,Concern Throughout,Books,146.89,261,Patel-Frost,4.4,2024-10-29,M177,"['life', 'sometimes', 'maybe']","{'title': 'Itself clear.', 'author': 'Ashley Miller', 'release_year': 2003, 'published_year': 2014, 'number_of_pages': 168, 'ISBN': '978-0-09-744114-6', 'language': 'French', 'genre': 'Mystery'}",Concern Throughout Books life sometimes maybe Patel-Frost Itself clear. Ashley Miller 2003 2014 168 978-0-09-744114-6 French Mystery
P600,Level Bed,Books,250.22,474,Jackson-Jones,4.6,2024-05-26,M104,"['speak', 'toward', 'now']","{'title': 'Eye west simple back.', 'author': 'Yolanda Perkins', 'release_year': 2008, 'published_year': 2003, 'number_of_pages': 410, 'ISBN': '978-0-08-435896-9', 'language': 'French', 'genre': 'Mystery'}",Level Bed Books speak toward now Jackson-Jones Eye west simple back. Yolanda Perkins 2008 2003 410 978-0-08-435896-9 French Mystery
P601,Entire Sing,Books,15.55,108,King and Sons,5.0,2024-08-15,M146,"['Democrat', 'choice', 'mission']","{'title': 'Glass case sit.', 'author': 'Tammy Quinn', 'release_year': 2017, 'published_year': 2018, 'number_of_pages': 721, 'ISBN': '978-0-02-509313-3', 'language': 'German', 'genre': 'Mystery'}",Entire Sing Books Democrat choice mission King and Sons Glass case sit. Tammy Quinn 2017 2018 721 978-0-02-509313-3 German Mystery
P602,Guy Seem,Sports & Outdoors,43.45,202,Bell-Thompson,3.7,2024-04-25,M136,"['more', 'court', 'professor']","{'material': 'Foam', 'dimensions': '74x21 inches', 'thickness': '3mm', 'weight': '1.8 lbs', 'color': 'Black', 'waterproof': False}",Guy Seem Sports & Outdoors more court professor Bell-Thompson Foam 74x21 inches 3mm 1.8 lbs Black False
P603,Term Key,Beverages,50.94,194,Baird Inc,5.0,2024-04-06,M189,"['we', 'whom', 'goal']","{'flavor': 'Earl Grey', 'ingredients': ['Tea leaves'], 'weight': '107g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '16 months'}",Term Key Beverages we whom goal Baird Inc Earl Grey ['Tea leaves'] 107g China Box 16 months
P604,Group Around,Wearables,190.88,65,"Jackson, Gray and Dominguez",3.7,2024-01-04,M160,"['hair', 'difference', 'thus']","{'display_type': 'LCD', 'battery_life': '25 hours', 'connectivity': 'Wi-Fi', 'sensors': ['Accelerometer'], 'water_resistance': 'IP68', 'compatibility': 'Android'}","Group Around Wearables hair difference thus Jackson, Gray and Dominguez LCD 25 hours Wi-Fi ['Accelerometer'] IP68 Android"
P605,Old Democratic,Electronics,80.73,96,Haynes-Morris,4.9,2024-07-20,M186,"['forward', 'want', 'decade']","{'battery_life': '16 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX4'}",Old Democratic Electronics forward want decade Haynes-Morris 16 hours 3 hours Bluetooth 4.2 Passive IPX4
P606,Assume Fear,Wearables,103.49,324,Franklin-Brown,4.7,2024-10-28,M188,"['officer', 'more', 'keep']","{'display_type': 'AMOLED', 'battery_life': '16 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Gyroscope'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Assume Fear Wearables officer more keep Franklin-Brown AMOLED 16 hours Bluetooth 5.1 ['Gyroscope'] IP67 iOS
P607,Yourself Treatment,Electronics,52.11,123,Murphy Inc,3.6,2024-04-08,M171,"['always', 'energy', 'other']","{'battery_life': '17 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX4'}",Yourself Treatment Electronics always energy other Murphy Inc 17 hours 3 hours Bluetooth 5.0 Passive IPX4
P608,Month Thousand,Sports & Outdoors,143.57,249,Murray-Tucker,3.3,2024-07-18,M118,"['majority', 'decade', 'people']","{'material': 'Foam', 'dimensions': '72x30 inches', 'thickness': '5mm', 'weight': '1.7 lbs', 'color': 'Green', 'waterproof': True}",Month Thousand Sports & Outdoors majority decade people Murray-Tucker Foam 72x30 inches 5mm 1.7 lbs Green True
P609,Trouble Shoulder,Electronics,282.32,169,Mcdowell LLC,4.7,2024-09-07,M192,"['owner', 'across', 'reality']","{'battery_life': '8 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Active', 'water_resistance': 'IPX7'}",Trouble Shoulder Electronics owner across reality Mcdowell LLC 8 hours 1 hours Bluetooth 4.2 Active IPX7
P610,Building Consumer,Books,54.98,387,"Howard, Lopez and Cline",4.5,2024-08-13,M115,"['only', 'win', 'somebody']","{'title': 'Later protect.', 'author': 'Aaron Carroll', 'release_year': 2008, 'published_year': 2003, 'number_of_pages': 266, 'ISBN': '978-0-7978-0417-3', 'language': 'German', 'genre': 'Adventure'}","Building Consumer Books only win somebody Howard, Lopez and Cline Later protect. Aaron Carroll 2008 2003 266 978-0-7978-0417-3 German Adventure"
P611,Carry Between,Books,205.45,233,Lindsey-Nguyen,3.4,2024-01-19,M169,"['inside', 'summer', 'different']","{'title': 'Computer nice.', 'author': 'Patricia Simmons', 'release_year': 2021, 'published_year': 2008, 'number_of_pages': 795, 'ISBN': '978-1-289-63429-2', 'language': 'English', 'genre': 'Mystery'}",Carry Between Books inside summer different Lindsey-Nguyen Computer nice. Patricia Simmons 2021 2008 795 978-1-289-63429-2 English Mystery
P612,Shoulder Economic,Sports & Outdoors,16.88,493,"Davis, Daugherty and Murray",4.5,2024-04-25,M164,"['every', 'card', 'poor']","{'material': 'Rubber', 'dimensions': '65x21 inches', 'thickness': '3mm', 'weight': '1.5 lbs', 'color': 'Green', 'waterproof': False}","Shoulder Economic Sports & Outdoors every card poor Davis, Daugherty and Murray Rubber 65x21 inches 3mm 1.5 lbs Green False"
P613,Minute Shoulder,Electronics,55.34,23,Scott Inc,3.0,2024-01-30,M114,"['nearly', 'past', 'shoulder']","{'battery_life': '7 hours', 'charging_time': '2 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Active', 'water_resistance': 'IPX5'}",Minute Shoulder Electronics nearly past shoulder Scott Inc 7 hours 2 hours Bluetooth 5.0 Active IPX5
P614,Lose Poor,Beverages,177.96,68,Bell Inc,3.6,2024-07-19,M191,"['toward', 'debate', 'million']","{'flavor': 'Earl Grey', 'ingredients': ['Tea leaves'], 'weight': '494g', 'origin': 'Japan', 'packaging': 'Box', 'shelf_life': '20 months'}",Lose Poor Beverages toward debate million Bell Inc Earl Grey ['Tea leaves'] 494g Japan Box 20 months
P615,Question East,Beverages,195.11,430,"Clark, Taylor and Shields",3.0,2024-11-09,M116,"['same', 'hold', 'include']","{'flavor': 'Chamomile', 'ingredients': ['Tea leaves'], 'weight': '341g', 'origin': 'India', 'packaging': 'Box', 'shelf_life': '6 months'}","Question East Beverages same hold include Clark, Taylor and Shields Chamomile ['Tea leaves'] 341g India Box 6 months"
P616,Better Face,Beverages,109.45,340,Jensen and Sons,4.5,2024-06-23,M157,"['billion', 'hard', 'knowledge']","{'flavor': 'Earl Grey', 'ingredients': ['Tea leaves'], 'weight': '352g', 'origin': 'China', 'packaging': 'Bag', 'shelf_life': '13 months'}",Better Face Beverages billion hard knowledge Jensen and Sons Earl Grey ['Tea leaves'] 352g China Bag 13 months
P617,Week Myself,Beverages,257.97,154,Jackson-Maxwell,4.5,2024-06-05,M124,"['land', 'remain', 'authority']","{'flavor': 'Green Tea', 'ingredients': ['Tea leaves'], 'weight': '102g', 'origin': 'India', 'packaging': 'Bag', 'shelf_life': '8 months'}",Week Myself Beverages land remain authority Jackson-Maxwell Green Tea ['Tea leaves'] 102g India Bag 8 months
P618,Office Call,Beverages,62.44,453,"Alvarez, Dean and Carter",3.4,2024-04-28,M118,"['amount', 'stay', 'trade']","{'flavor': 'Chamomile', 'ingredients': ['Tea leaves'], 'weight': '376g', 'origin': 'India', 'packaging': 'Box', 'shelf_life': '18 months'}","Office Call Beverages amount stay trade Alvarez, Dean and Carter Chamomile ['Tea leaves'] 376g India Box 18 months"
P619,Opportunity Pass,Electronics,80.72,135,Wood-Hodge,3.1,2024-06-30,M186,"['book', 'pick', 'daughter']","{'battery_life': '20 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}",Opportunity Pass Electronics book pick daughter Wood-Hodge 20 hours 1 hours Bluetooth 5.0 Passive IPX5
P620,Position Anyone,Wearables,245.45,204,Evans Group,4.9,2024-09-23,M103,"['believe', 'soldier', 'structure']","{'display_type': 'AMOLED', 'battery_life': '15 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['GPS'], 'water_resistance': 'IP68', 'compatibility': 'iOS'}",Position Anyone Wearables believe soldier structure Evans Group AMOLED 15 hours Bluetooth 5.1 ['GPS'] IP68 iOS
P621,Hot Bad,Wearables,128.84,443,"Riddle, Rivera and Walton",4.2,2024-10-20,M172,"['effort', 'wide', 'region']","{'display_type': 'LCD', 'battery_life': '17 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Heart rate'], 'water_resistance': 'IP67', 'compatibility': 'Android'}","Hot Bad Wearables effort wide region Riddle, Rivera and Walton LCD 17 hours Bluetooth 5.1 ['Heart rate'] IP67 Android"
P622,Physical New,Beverages,40.13,76,"Wilkins, Pineda and Walker",4.4,2024-07-26,M195,"['next', 'usually', 'reflect']","{'flavor': 'Green Tea', 'ingredients': ['Tea leaves'], 'weight': '437g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '21 months'}","Physical New Beverages next usually reflect Wilkins, Pineda and Walker Green Tea ['Tea leaves'] 437g China Box 21 months"
P623,Feeling Design,Books,222.27,168,"Burnett, Sims and Bright",4.9,2024-03-29,M156,"['skin', 'station', 'rate']","{'title': 'Office sister.', 'author': 'Sarah Kane', 'release_year': 2015, 'published_year': 2004, 'number_of_pages': 129, 'ISBN': '978-1-4771-9556-7', 'language': 'Spanish', 'genre': 'Science'}","Feeling Design Books skin station rate Burnett, Sims and Bright Office sister. Sarah Kane 2015 2004 129 978-1-4771-9556-7 Spanish Science"
P624,Voice Be,Wearables,172.9,321,"Graham, Mitchell and Matthews",4.3,2024-03-09,M162,"['long', 'away', 'spring']","{'display_type': 'AMOLED', 'battery_life': '47 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Gyroscope'], 'water_resistance': 'IP68', 'compatibility': 'iOS'}","Voice Be Wearables long away spring Graham, Mitchell and Matthews AMOLED 47 hours Bluetooth 5.1 ['Gyroscope'] IP68 iOS"
P625,Card Player,Beverages,108.1,249,Johnson-Anderson,4.5,2024-05-04,M137,"['live', 'beat', 'sit']","{'flavor': 'Green Tea', 'ingredients': ['Tea leaves'], 'weight': '427g', 'origin': 'India', 'packaging': 'Box', 'shelf_life': '13 months'}",Card Player Beverages live beat sit Johnson-Anderson Green Tea ['Tea leaves'] 427g India Box 13 months
P626,Player Particular,Beverages,216.96,16,"Lewis, Contreras and Schwartz",4.5,2024-10-25,M113,"['expert', 'rate', 'yet']","{'flavor': 'Chamomile', 'ingredients': ['Ginger'], 'weight': '282g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '22 months'}","Player Particular Beverages expert rate yet Lewis, Contreras and Schwartz Chamomile ['Ginger'] 282g China Box 22 months"
P627,Director Tonight,Sports & Outdoors,24.09,431,Green-Martin,4.7,2024-07-27,M101,"['across', 'forward', 'choose']","{'material': 'Rubber', 'dimensions': '60x20 inches', 'thickness': '5mm', 'weight': '1.3 lbs', 'color': 'Green', 'waterproof': False}",Director Tonight Sports & Outdoors across forward choose Green-Martin Rubber 60x20 inches 5mm 1.3 lbs Green False
P628,Suggest Effect,Wearables,74.98,51,"Ashley, Thompson and Fitzgerald",4.2,2024-04-18,M187,"['coach', 'listen', 'student']","{'display_type': 'LCD', 'battery_life': '27 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['GPS'], 'water_resistance': 'IP68', 'compatibility': 'Android'}","Suggest Effect Wearables coach listen student Ashley, Thompson and Fitzgerald LCD 27 hours Bluetooth 5.1 ['GPS'] IP68 Android"
P629,Sort How,Wearables,89.8,26,Scott-Green,4.7,2024-09-28,M200,"['stock', 'senior', 'more']","{'display_type': 'LCD', 'battery_life': '46 hours', 'connectivity': 'Wi-Fi', 'sensors': ['Heart rate'], 'water_resistance': 'IP68', 'compatibility': 'Android'}",Sort How Wearables stock senior more Scott-Green LCD 46 hours Wi-Fi ['Heart rate'] IP68 Android
P630,Modern Drop,Sports & Outdoors,196.97,294,Evans PLC,4.1,2024-04-19,M125,"['condition', 'today', 'onto']","{'material': 'Polyester', 'dimensions': '63x29 inches', 'thickness': '8mm', 'weight': '2.6 lbs', 'color': 'Blue', 'waterproof': True}",Modern Drop Sports & Outdoors condition today onto Evans PLC Polyester 63x29 inches 8mm 2.6 lbs Blue True
P631,Traditional That,Beverages,161.42,358,"Gomez, Anthony and Smith",4.7,2024-08-02,M143,"['theory', 'consider', 'step']","{'flavor': 'Chamomile', 'ingredients': ['Tea leaves'], 'weight': '375g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '6 months'}","Traditional That Beverages theory consider step Gomez, Anthony and Smith Chamomile ['Tea leaves'] 375g China Box 6 months"
P632,Something Myself,Wearables,120.06,139,Roth-Ritter,3.6,2024-10-15,M122,"['particularly', 'memory', 'where']","{'display_type': 'LCD', 'battery_life': '42 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Gyroscope'], 'water_resistance': 'IP67', 'compatibility': 'iOS'}",Something Myself Wearables particularly memory where Roth-Ritter LCD 42 hours Bluetooth 5.1 ['Gyroscope'] IP67 iOS
P633,Matter Hotel,Beverages,6.03,479,Rivera-Castillo,3.6,2024-05-21,M164,"['necessary', 'down', 'chance']","{'flavor': 'Green Tea', 'ingredients': ['Tea leaves'], 'weight': '363g', 'origin': 'China', 'packaging': 'Bag', 'shelf_life': '17 months'}",Matter Hotel Beverages necessary down chance Rivera-Castillo Green Tea ['Tea leaves'] 363g China Bag 17 months
P634,Perhaps Contain,Wearables,182.54,244,"Hawkins, Gardner and Turner",3.8,2024-04-24,M139,"['rather', 'bank', 'fill']","{'display_type': 'LCD', 'battery_life': '41 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Gyroscope'], 'water_resistance': 'IP68', 'compatibility': 'iOS'}","Perhaps Contain Wearables rather bank fill Hawkins, Gardner and Turner LCD 41 hours Bluetooth 5.1 ['Gyroscope'] IP68 iOS"
P635,Thought Look,Beverages,212.12,55,"Ayers, Harris and Campbell",4.7,2024-06-12,M119,"['program', 'more', 'answer']","{'flavor': 'Chamomile', 'ingredients': ['Tea leaves'], 'weight': '139g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '12 months'}","Thought Look Beverages program more answer Ayers, Harris and Campbell Chamomile ['Tea leaves'] 139g China Box 12 months"
P636,Article Enjoy,Beverages,188.81,107,"Pierce, Michael and Lambert",4.5,2024-07-03,M198,"['hear', 'fast', 'especially']","{'flavor': 'Chamomile', 'ingredients': ['Mint'], 'weight': '224g', 'origin': 'Japan', 'packaging': 'Box', 'shelf_life': '22 months'}","Article Enjoy Beverages hear fast especially Pierce, Michael and Lambert Chamomile ['Mint'] 224g Japan Box 22 months"
P637,Compare Grow,Wearables,55.37,23,"Montgomery, James and Fuller",3.4,2024-09-11,M133,"['see', 'would', 'market']","{'display_type': 'AMOLED', 'battery_life': '47 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Accelerometer'], 'water_resistance': 'IP68', 'compatibility': 'Android'}","Compare Grow Wearables see would market Montgomery, James and Fuller AMOLED 47 hours Bluetooth 5.1 ['Accelerometer'] IP68 Android"
P638,Dream Establish,Electronics,222.34,43,Garcia-Holmes,4.6,2024-01-25,M154,"['create', 'opportunity', 'student']","{'battery_life': '14 hours', 'charging_time': '1 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX7'}",Dream Establish Electronics create opportunity student Garcia-Holmes 14 hours 1 hours Wi-Fi Passive IPX7
P639,Sound Ten,Sports & Outdoors,197.06,246,Jones Inc,4.7,2024-07-05,M131,"['about', 'book', 'radio']","{'material': 'Foam', 'dimensions': '66x26 inches', 'thickness': '3mm', 'weight': '2.4 lbs', 'color': 'Green', 'waterproof': True}",Sound Ten Sports & Outdoors about book radio Jones Inc Foam 66x26 inches 3mm 2.4 lbs Green True
P640,Couple Media,Electronics,164.1,459,"Lee, Bell and Bailey",4.8,2024-04-12,M103,"['lose', 'knowledge', 'argue']","{'battery_life': '7 hours', 'charging_time': '3 hours', 'connectivity': 'Bluetooth 4.2', 'noise_cancellation': 'Active', 'water_resistance': 'IPX5'}","Couple Media Electronics lose knowledge argue Lee, Bell and Bailey 7 hours 3 hours Bluetooth 4.2 Active IPX5"
P641,Indeed House,Sports & Outdoors,295.35,156,Gilbert-Mitchell,4.6,2024-01-09,M149,"['only', 'hand', 'scene']","{'material': 'Rubber', 'dimensions': '62x23 inches', 'thickness': '7mm', 'weight': '1.5 lbs', 'color': 'Green', 'waterproof': False}",Indeed House Sports & Outdoors only hand scene Gilbert-Mitchell Rubber 62x23 inches 7mm 1.5 lbs Green False
P642,Positive Offer,Books,63.99,276,Oneill-Benjamin,4.1,2024-06-21,M129,"['environment', 'choice', 'station']","{'title': 'After address ball.', 'author': 'Charles Parsons', 'release_year': 2006, 'published_year': 2002, 'number_of_pages': 571, 'ISBN': '978-0-7926-6617-2', 'language': 'English', 'genre': 'Science'}",Positive Offer Books environment choice station Oneill-Benjamin After address ball. Charles Parsons 2006 2002 571 978-0-7926-6617-2 English Science
P643,How Board,Electronics,116.5,412,"Carr, Carter and Owens",3.5,2024-01-10,M110,"['power', 'blood', 'candidate']","{'battery_life': '9 hours', 'charging_time': '1 hours', 'connectivity': 'Wi-Fi', 'noise_cancellation': 'Active', 'water_resistance': 'IPX5'}","How Board Electronics power blood candidate Carr, Carter and Owens 9 hours 1 hours Wi-Fi Active IPX5"
P644,Student Relate,Electronics,38.79,29,Nelson PLC,4.5,2024-08-30,M139,"['generation', 'detail', 'produce']","{'battery_life': '13 hours', 'charging_time': '1 hours', 'connectivity': 'Bluetooth 5.0', 'noise_cancellation': 'Passive', 'water_resistance': 'IPX5'}",Student Relate Electronics generation detail produce Nelson PLC 13 hours 1 hours Bluetooth 5.0 Passive IPX5
P645,Child Return,Wearables,15.42,363,"Perez, Vaughan and Mcclure",3.0,2024-01-01,M113,"['stock', 'show', 'administration']","{'display_type': 'AMOLED', 'battery_life': '40 hours', 'connectivity': 'Bluetooth 5.1', 'sensors': ['Accelerometer'], 'water_resistance': 'IP68', 'compatibility': 'Android'}","Child Return Wearables stock show administration Perez, Vaughan and Mcclure AMOLED 40 hours Bluetooth 5.1 ['Accelerometer'] IP68 Android"
P646,Media Hospital,Beverages,114.05,94,Hayes-Robinson,4.8,2024-06-17,M168,"['each', 'modern', 'structure']","{'flavor': 'Green Tea', 'ingredients': ['Ginger'], 'weight': '295g', 'origin': 'China', 'packaging': 'Box', 'shelf_life': '11 months'}",Media Hospital Beverages each modern structure Hayes-Robinson Green Tea ['Ginger'] 295g China Box 11 months
